SUS_COL,SUS_CP,SUS_DEL,NOM_ENT,lat_centro,lng_centro,lat_principal,lng_principal,postal_code_api
residencial villa coapa,14390,tlalpan,cdmx,19.2906111,-99.13490665,19.2908179,-99.1348925,14357
nueva santa rosa-granjas el arenal,56310,atenco,edomex,19.59634515,-98.97416705,19.5954413,-98.9735333,55883
lomas de santo domingo,1100,alvaro obregon,cdmx,19.3941325,-99.2025265,19.3942169,-99.20202,1130
san jose xalostoc,55360,ecatepec de morelos,edomex,19.51050575,-99.07569995,19.5103746,-99.0754244,55369
santa teresa 8,54695,huehuetoca,edomex,19.86864,-99.23393,19.86864,-99.23393,54694
ampliacion paraje san juan,9839,iztapalapa,cdmx,19.3414197,-99.0735472,19.3414197,-99.0735472,9830
elegidos de san agustin rosario y oro,57850,nezahualcoyotl,edomex,19.37725445,-98.97264884999998,19.3770413,-98.9725255,56344
barrio la canada,54685,huehuetoca,edomex,19.8536875,-99.2216875,19.8536875,-99.2216875,54694
villas trabajadores del gobierno del distrito federal,13278,tlahuac,cdmx,19.2801819,-99.0544789,19.2801819,-99.0544789,16634
sagitario x,55115,ecatepec de morelos,edomex,19.5640491,-99.0186119,19.5640491,-99.0186119,55400
valle san pedro urbi villa del campo,55767,tecamac,edomex,19.6582323,-99.0339815,19.6582323,-99.0339815,55770
ampliacion el tesoro,54957,tultitlan,edomex,19.5897721,-99.1653352,19.5897721,-99.1653352,54769
jardines de huacahuasco,16800,xochimilco,cdmx,19.21294505,-99.13145545,19.2128919,-99.1313952,16910
santa maria coatlan,55835,teotihuacan,edomex,19.6819629,-98.8378102,19.6819629,-98.8378102,55824
ampliacion los remedios (el beato),53410,naucalpan de juarez,edomex,19.4707621,-99.2485055,19.4707621,-99.2485055,53400
rosario 1 sector iii-b,54090,tlalnepantla de baz,edomex,19.5097828,-99.2045153,19.5097828,-99.2045153,2100
mexico 86 (la chacona),53428,naucalpan de juarez,edomex,19.4599693,-99.2883986,19.4599693,-99.2883986,53427
tezozomoc,2450,azcapotzalco,cdmx,19.489149750000003,-99.1980697,19.4898294,-99.19752,2459
paraje zacatepec,9560,iztapalapa,cdmx,19.3514817,-99.00779915,19.3516062,-99.0080208,9608
paraje del caballito,1860,alvaro obregon,cdmx,19.3151606,-99.2714555,19.3151525,-99.2716063,1857
1a victoria,1160,alvaro obregon,cdmx,19.3769637,-99.22300905,19.3769687,-99.2230202,1290
fray servando teresa de mier,56225,texcoco,edomex,19.4800641,-98.8921152,19.4800641,-98.8921152,56260
real de costitlan i,56386,chicoloapan de juarez,edomex,19.40951,-98.8968522,19.40951,-98.8968522,56370
sierra del valle,9730,iztapalapa,cdmx,19.375754,-99.0385375,19.375754,-99.0385375,9208
los heroes ecatepec seccion iii,55023,ecatepec de morelos,edomex,19.5560639,-99.0376965,19.5563602,-99.0375061,55100
santiago zula,56650,temamatla,edomex,19.21895945,-98.8911814,19.2188888,-98.8908333,56653
ampliacion santa martha acatitla,9510,iztapalapa,cdmx,19.34709,-98.99031,19.34709,-98.99031,9630
pueblo de los reyes,4330,coyoacan,cdmx,19.34798,-99.11134,19.34798,-99.11134,9840
san juan xochitenco,56360,chimalhuacan,edomex,19.4272428,-98.961129,19.4272428,-98.961129,56334
unidad familiar c.t.c. de zumpango,55605,zumpango,edomex,19.8020653,-99.1040422,19.8020653,-99.1040422,55600
morelos,15940,venustiano carranza,cdmx,19.43978535,-99.081473,19.4398943,-99.0817199,15520
san miguel,55603,zumpango,edomex,19.8036113,-99.0907434,19.8026668,-99.0889046,55600
la magueyera,14654,tlalpan,cdmx,19.2443231,-99.1462781,19.2443231,-99.1462781,16810
granjas valle de guadalupe seccion a,55270,ecatepec de morelos,edomex,19.5266599,-99.05745445,19.5267217,-99.05728,55330
nuevo paseos de san juan,55635,zumpango,edomex,19.8027379,-99.0601272,19.8027379,-99.0601272,55607
los heroes ecatepec seccion i,55023,ecatepec de morelos,edomex,19.55670835,-99.03827945,19.5567812,-99.0381653,55100
tiziclipa,16520,xochimilco,cdmx,19.2265348,-99.0880731,19.2265348,-99.0880731,16880
libertad 2a seccion,54407,nicolas romero,edomex,19.61107165,-99.31624795,19.6110443,-99.3162534,54425
centro (area 2),6010,cuauhtemoc,cdmx,19.443489,-99.1497507,19.443489,-99.1497507,6350
jardines de morelos seccion fuentes,55070,ecatepec de morelos,edomex,19.58965,-99.00739,19.58965,-99.00739,55076
santiago acahualtepec 2a. ampliacion,9609,iztapalapa,cdmx,19.34709,-98.99031,19.34709,-98.99031,9630
nueva vallejo,7750,gustavo a madero,cdmx,19.4921945,-99.1471618,19.4923603,-99.1476908,7754
culhuacan ctm seccion ix-b,4909,coyoacan,cdmx,19.3441831,-99.1167039,19.3441831,-99.1167039,4260
atlanta 1a seccion,54740,cuautitlan izcalli,edomex,19.63952655,-99.1975957,19.6396415,-99.197551,54750
culhuacan ctm seccion vii,4489,coyoacan,cdmx,19.3441831,-99.1167039,19.3441831,-99.1167039,4260
miguel hidalgo 3a seccion,14250,tlalpan,cdmx,19.2876729,-99.1618129,19.2876729,-99.1618129,14080
la mora primera sec,53218,naucalpan de juarez,edomex,19.4857212,-99.2213365,19.4857212,-99.2213365,53340
ampliacion santa maria tulpetlac,55418,ecatepec de morelos,edomex,19.5760366,-99.0634052,19.5760366,-99.0634052,55410
miguel de la madrid hurtado,9698,iztapalapa,cdmx,19.35037,-99.00397,19.35037,-99.00397,9600
ctm culhuacan,4909,coyoacan,cdmx,19.3441831,-99.1167039,19.3441831,-99.1167039,4260
cuautepec barrio alto,7100,gustavo a madero,cdmx,19.5554408,-99.1241711,19.5554408,-99.1241711,7150
ladera,56330,chimalhuacan,edomex,19.40379,-98.94876,19.40379,-98.94876,56337
jose antonio torres,55128,ecatepec de morelos,edomex,19.50516475,-99.01764125,19.5051748,-99.01758,55260
el mirador 1a seccion,14449,tlalpan,cdmx,19.2681761,-99.1753513,19.2681761,-99.1753513,14650
jardines de morelos seccion flores,55070,ecatepec de morelos,edomex,19.6356658,-99.0229817,19.6356658,-99.0229817,55764
lazaro candernas 3 seccion la presa,54187,tlalnepantla de baz,edomex,19.5341505,-99.1175861,19.5341505,-99.1175861,54189
tlalmimilolpan,55883,chicoloapan de juarez,edomex,19.42750105,-98.8855254,19.4273356,-98.8852193,56383
el molino,56553,ixtapaluca,edomex,19.2987207,-98.9217353,19.2987207,-98.9217353,56577
santa maria tulpetlac,55404,ecatepec de morelos,edomex,19.577533,-99.0409351,19.577533,-99.0409351,55060
el progreso,56093,tepetlaoxtoc,edomex,19.5738576,-98.81850555,19.5759021,-98.8169822,56070
coayuca,16500,xochimilco,cdmx,19.237246,-99.0767914,19.237246,-99.0767914,16520
la luz (villa milpa alta),12000,milpa alta,cdmx,19.18542085,-99.02801355,19.1838261,-99.0280892,12005
nuevo paseo san agustin 3a b,55130,ecatepec de morelos,edomex,19.5420802,-99.044079,19.5420802,-99.044079,55450
lomas de tepemecatl,14710,tlalpan,cdmx,19.23919945,-99.23460925,19.2386111,-99.2394444,14760
santo domingp,4300,coyoacan,cdmx,19.33509,-99.15592,19.33509,-99.15592,4330
paraje santa ines,16810,xochimilco,cdmx,19.2107637,-99.0931093,19.2107637,-99.0931093,16880
tehuisco,14500,tlalpan,cdmx,19.20894455,-99.15947315,19.2088548,-99.1615291,14550
pueblo san lorenzo,9130,iztapalapa,cdmx,19.30376015,-99.06963585,19.3033235,-99.068858,9900
valle de aragon,57100,ecatepec de morelos,edomex,19.4982275,-99.0366244,19.4983154,-99.0367249,55280
ampliacion petrolera,2720,azcapotzalco,cdmx,19.4832786,-99.1952104,19.4826041,-99.19475090000002,2470
ampliacion emiliano zapata,56558,ixtapaluca,edomex,19.31052745,-98.9357031,19.3110198,-98.9363296,56550
fraccionamiento los heroes 5a secc,55063,ecatepec de morelos,edomex,19.6179,-99.02675,19.6179,-99.02675,55763
ampliacion san jose xalostoc,55347,ecatepec de morelos,edomex,19.5760366,-99.0634052,19.5760366,-99.0634052,55410
san antonio zomeyucan (zona urbana),53570,naucalpan de juarez,edomex,19.48084675,-99.14212075,19.4805023,-99.1418102,7760
vicente guerrero 1a. seccion,54425,nicolas romero,edomex,19.6159883,-99.3328393,19.6159883,-99.3328393,54435
playa de las golondrinas,55010,ecatepec de morelos,edomex,19.6492498,-99.07130885,19.6494816,-99.0716227,55029
xoco,3333,benito juarez,cdmx,19.3623031,-99.1672097,19.362511,-99.16637310000002,3330
villa de las flores 2a seccion (unidad coacalco),55710,coacalco de berriozabal,edomex,19.66209,-99.09741,19.66209,-99.09741,54930
hacienda de costitlan,56386,chicoloapan de juarez,edomex,19.408536,-98.8900229,19.408536,-98.8900229,56380
mexico prehispanico i,55269,ecatepec de morelos,edomex,19.6601453,-99.0870198,19.6601453,-99.0870198,54930
la colmena,9170,iztapalapa,cdmx,19.36893355,-99.0014175,19.3689505,-99.0008066,9180
penitenciaria santa martha acatitla,9519,iztapalapa,cdmx,19.3547238,-99.0099754,19.3547238,-99.0099754,9910
villa san isidro,16889,xochimilco,cdmx,19.20037035,-99.1072593,19.199621,-99.106591,16888
san sebastian,56030,chiautla,edomex,19.51169775,-98.86368385,19.5109721,-98.8631563,56130
culhuacan ctm seccion iii,4480,coyoacan,cdmx,19.3441831,-99.1167039,19.3441831,-99.1167039,4260
cuauhtemoc,6500,zumpango,edomex,19.79852565,-99.10139305,19.798424,-99.1015604,55600
cananea,9969,iztapalapa,cdmx,19.2940484,-99.0712538,19.2940484,-99.0712538,9800
