SUS_COL,SUS_CP,SUS_DEL,NOM_ENT,lat_centro,lng_centro,lat_principal,lng_principal,postal_code_api
san lorenzo tezonco,9790,iztapalapa,cdmx,19.3112134,-99.0678016,19.3122309,-99.0674757,
lomas de tenapalco,54890,melchor ocampo,cdmx,19.7042796,-99.1113596,19.7019444,-99.1108333,
el molino tezonco,9960,iztapalapa,cdmx,19.2979995,-99.06824445,19.2974313,-99.068858,
jardin,56617,valle de chalco solidaridad,cdmx,19.2771518,-98.9372488,19.276692,-98.9369537,
modelo pensil,11323,miguel hidalgo,cdmx,19.44532125,-99.1900178,19.4460557,-99.189213,
olivar del conde,1408,alvaro obregon,cdmx,19.3721124,-99.21403379999998,19.3715611,-99.21309800000002,
adolfo lopez mateos,52910,atizapan de zaragoza,edomex,19.58768005,-99.2648809,19.5876954,-99.2643534,
hogares mexicanos,55040,ecatepec de morelos,edomex,19.5945927,-99.03369275,19.5953471,-99.0343068,
cofradia iii,54715,cuautitlan izcalli,cdmx,19.6957431,-99.2202881,19.6956178,-99.2217537,
ejidos de snata maria aztahuac,9570,iztapalapa,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
fuego nuevo,9800,iztapalapa,cdmx,19.33194535,-99.09981,19.3327398,-99.0992755,
san juan xalpa,9850,iztapalapa,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
santa teresa 1,54694,huehuetoca,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
paseos de la pradera,42995,atotonilco de tula,edomex,19.9017964,-99.22906715,19.896061,-99.2276334,
el dorado,54680,huehuetoca,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
san miguel tecpan,54571,jilotzingo,edomex,19.52804145,-99.4012552,19.5294795,-99.3999206,
leyes de reforma 1a seccion,9310,iztapalapa,cdmx,19.35987015,-99.070914,19.3613411,-99.0723139,
barrio san esteban,16080,xochimilco,cdmx,19.2632264,-99.0959746,19.2635794,-99.0978926,
analco,54783,teoloyucan,edomex,19.75264955,-99.16689945,19.7549634,-99.1712174,
san juan,54783,teoloyucan,edomex,19.75292805,-99.1517489,19.7539235,-99.1483827,
san miguel,55650,tequixquiac,edomex,19.8739165,-99.1341509,19.8716666,-99.1322222,
verano,14276,tlalpan,cdmx,19.26487595,-99.2005992,19.2658066,-99.2002892,
miguel hidalgo 2a seccion,14250,tlalpan,cdmx,19.2820949,-99.1963643,19.2814434,-99.1968277,
san jose tejamanil,53650,naucalpan de juarez,edomex,19.4340978,-99.35953615,19.4350739,-99.3603713,
miguel hidalgo,14250,tlalpan,cdmx,19.287350250000003,-99.1614428,19.2873305,-99.161003,
valle verde o lomas verdes,14655,tlalpan,cdmx,19.275936,-99.18142595,19.2758729,-99.1813806,
la joya ixtacala,54160,tlalnepantla de baz,edomex,19.5229613,-99.1783256,19.5276499,-99.1781383,
la joya,9230,iztapalapa,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
carlos hank gonzalez,55520,ecatepec de morelos,edomex,19.54045545,-99.0822938,19.5403777,-99.0823119,
santa maria tlayacampa,54110,tlalnepantla de baz,edomex,19.5714496,-99.1857631,19.5706922,-99.1878751,
el olivo ii parte baja,54119,tlalnepantla de baz,edomex,19.57594715,-99.18873285,19.5757103,-99.189213,
nueva diaz ordaz,4390,coyoacan,cdmx,19.32538015,-99.1456456,19.3256375,-99.1468074,
san jose el jaral,52924,atizapan de zaragoza,edomex,19.5962897,-99.22183555,19.5954107,-99.2217537,
la viga,6800,cuauhtemoc,cdmx,19.4134132,-99.128251,19.4134132,-99.128251,
morelos,43584,epazoyucan,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
santa ines,2140,azcapotzalco,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
el pedregal,52774,huixquilucan,edomex,19.42407195,-99.27401395,19.4256145,-99.2723217,
san miguel xaltocan,55790,nextlalpan,edomex,19.71728235,-99.0446663,19.715183,-99.0405249,
lazaro cardenas,43806,tizayuca,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
fraccionamiento villa magna,43806,tizayuca,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
san miguel,56270,chiconcuac,edomex,19.5580863,-98.8940018,19.5586313,-98.8983221,
san bartolo cuautlalpan,55630,zumpango,edomex,19.81312455,-99.0133532,19.8128331,-99.0101093,
san antonio,54883,melchor ocampo,edomex,19.6936682,-99.14903675,19.6943296,-99.1463071,
profesor j. arturo lopez marti,1610,alvaro obregon,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
orfebres,56353,chimalhuacan,edomex,19.423358800000003,-98.98369195,19.4209624,-98.9845796,
hacienda del moral (el moral),56647,chalco,cdmx,19.263710250000003,-98.89963815,19.26244,-98.8969427,
san francisco,69512,villa de tamazulapam del progreso,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
la cadada,56740,tlalmanalco,edomex,19.21443195,-98.74760065,19.2146556,-98.7472567,
ampliacion san juan,55600,zumpango,edomex,19.8022813,-99.1058504,19.7988711,-99.1054986,
san francisco acuexcomac,56300,atenco,edomex,19.5623453,-98.91707625,19.5635737,-98.9176355,
barrio la cadada,54685,huehuetoca,edomex,19.84576645,-99.22328195,19.8428707,-99.2245237,
industrial,7800,gustavo a madero,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
san juan,55600,zumpango,edomex,19.8022813,-99.1058504,19.7988711,-99.1054986,
santa fe,55630,zumpango,cdmx,19.79784225,-99.0893183,19.8039297,-99.0930528,
carlos hank gonzalez,9700,iztapalapa,cdmx,19.32968545,-99.0949001,19.3297616,-99.0949354,
unidad habitacional rosario,2100,azcapotzalco,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
olimpica radio,2440,naucalpan de juarez,edomex,19.44573855,-99.2898472,19.4464327,-99.2899933,
cristo rey,16780,xochimilco,cdmx,19.25102815,-99.01599595,19.2514242,-99.0163461,
los alamos,54890,melchor ocampo,edomex,19.71886765,-99.14642715,19.7192328,-99.1472028,
haciendas de tizayuca,43815,tizayuca,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
san francisco acuexcomac,56300,atenco,cdmx,19.5623453,-98.91707625,19.5635737,-98.9176355,
hacienda las misiones,54687,huehuetoca,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
jardines del sur,16050,xochimilco,cdmx,19.258307,-99.11653965000002,19.2589653,-99.1165633,
jose maria sanchez ramirez,42186,mineral de la reforma,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
santa cruz,55767,tecamac,edomex,19.65845505,-99.00911195,19.6585123,-99.0094393,
barrio san antonio,54880,melchor ocampo,edomex,19.6936682,-99.14903675,19.6943296,-99.1463071,
palos altos,54295,soyaniquilpan de juarez,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
san fernando,52765,huixquilucan,cdmx,19.3776632,-99.28547775,19.3777292,-99.2854332,
lomas de tenapalco,54893,melchor ocampo,edomex,19.7042796,-99.1113596,19.7019444,-99.1108333,
concepcion las lajas,72190,puebla,cdmx,19.03574555,-98.23860725,19.0355839,-98.2387304,
el refugio,55655,tequixquiac,edomex,19.9073204,-99.1330461,19.9095143,-99.1331631,
la cadada,53570,naucalpan de juarez,edomex,19.45157115,-99.2399169,19.4503899,-99.2414922,
paseos de la pradera,42995,atotonilco de tula,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
los alamos,54784,melchor ocampo,edomex,19.71886765,-99.14642715,19.7192328,-99.1472028,
romita,54800,cuautitlan,edomex,19.6730403,-99.17786089999998,19.6717512,-99.1771001,
ejidos de tequisistlan,2110,coyoacan,cdmx,19.3021393,-99.1389733,19.3020899,-99.1397865,
arenal puerto aereo,15640,venustiano carranza,cdmx,19.42737365,-99.0923616,19.427131,-99.092545,
campestre villas del alamo,42184,mineral de la reforma,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
ancon de los reyes,56410,la paz,edomex,19.367182550000003,-98.9664175,19.3687991,-98.9666302,
la esmeralda,7540,gustavo a madero,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
san bartolo,54683,huehuetoca,edomex,19.8180968,-99.18229165,19.8181523,-99.1827792,
la presita,54763,cuautitlan izcalli,edomex,19.611508,-99.19615885,19.6121958,-99.1961354,
zotoltitlan,1650,alvaro obregon,cdmx,19.3181764,-99.24803105,19.3605334,-99.2267067,
coscomatepec de bravo,94140,coscomatepec,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
santa teresa 4 y 4 bis,54695,huehuetoca,edomex,19.82822805,-99.20332645,19.8277305,-99.2037508,
progreso de la union,55118,ecatepec de morelos,edomex,19.55780135,-99.01655635,19.5575369,-99.0166915,
guadalupe victoria,52713,capulhuac,cdmx,19.19686355,-99.4672802,19.1942299,-99.4648465,
paseos del bosque,37178,leon,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
santa catarina,54327,villa del carbon,edomex,19.74875575,-99.43108345,19.7488277,-99.4304629,
fracc el encanto,77645,cozumel,cdmx,19.2638244,-99.1329944,19.2646898,-99.1290993,
arauz quintin,86611,paraiso,cdmx,18.39952335,-93.2101014,18.4006144,-93.2127162,
la estancia,69005,heroica ciudad de huajuapan de leon,edomex,17.791509599999998,-97.76613105,17.7913287,-97.7729115,
heroe de nacozari,7780,gustavo a madero,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
industrial,42952,tlaxcoapan,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
san jose de los cedros,5200,cuajimalpa de morelos,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
san bartolo,56034,chiautla,edomex,19.57318335,-98.8797234,19.5719467,-98.882461,
campo nuevo,62766,emiliano zapata,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
valle dorado naucalpan de juar,53690,naucalpan de juarez,edomex,19.4479087,-99.2669281,19.4479916,-99.2667784,
carlos salinas de gortari,43700,tulancingo de bravo,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
getzemani,29218,san cristobal de las casas,cdmx,16.75610445,-92.64409405,16.7563709,-92.6440541,
ahuatlan tzompantle,62130,cuernavaca,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
ejido de villa maria,54895,melchor ocampo,edomex,19.7056237,-99.13772175,19.7031072,-99.1434964,
el mirador,54890,melchor ocampo,edomex,19.7114966,-99.1315727,19.7113212,-99.131088,
urbi villa del rey,54693,huehuetoca,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
santa ana nopalucan tlaxcala,90135,ixtacuixtla de m matamoros,cdmx,19.29983815,-98.33859354999998,19.2978928,-98.3334851,
la trinidad,55614,zumpango,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
el laurel,30036,comitan de dominguez,cdmx,16.2415713,-92.11209855,16.2406579,-92.1115818,
villas de zumpango,55616,zumpango,edomex,19.79784225,-99.0893183,19.8039297,-99.0930528,
el mirador,54830,cuautitlan,edomex,19.70593835,-99.1679738,19.7063624,-99.1679347,
alameda,20169,aguascalientes,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
san lucas huitzilhuacan,56040,chiautla,cdmx,19.5901166,-98.8872289,19.5888011,-98.8845297,
san francisco cascantitla,54807,cuautitlan,edomex,19.663829,-99.17420775,19.6634361,-99.1739857,
san francisco de paula (paula),55993,temascalapa,cdmx,19.80472795,-98.9283119,19.8045306,-98.9259219,
los heroes tizayuca,43816,tizayuca,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
tlatenco,55770,teoloyucan,edomex,19.7404975,-99.1842823,19.7418295,-99.1829833,
olivar del conde 1a seccion,1400,alvaro obregon,cdmx,19.37463915,-99.2076747,19.3752791,-99.2051355,
la lomita,55010,ecatepec de morelos,edomex,19.56353635,-99.0917176,19.5640673,-99.0920157,
viveros de la loma,54080,tlalnepantla de baz,edomex,19.5222982,-99.219744,19.5217414,-99.2217537,
zopilocalco norte,50050,toluca,edomex,19.29771195,-99.6519046,19.2969169,-99.6515363,
pueblo viejo,62588,temixco,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
vista real,77518,benito juarez,cdmx,19.3804904,-99.1615416,19.3794059,-99.1591446,
el mirador,54882,melchor ocampo,cdmx,19.7114966,-99.1315727,19.7113212,-99.131088,
peyula,43157,tlanchinol,cdmx,21.03954565,-98.56970125,21.0404546,-98.5700414,
las campanas,43806,tizayuca,edomex,19.83238485,-98.9828589,19.832009,-98.9828535,
ejido de san cristobal nexquip,56306,atenco,edomex,19.57704075,-98.92465915,19.5766462,-98.923295,
janitzio,15200,venustiano carranza,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
san martin de porres,55050,ecatepec de morelos,edomex,19.59908335,-99.02594405,19.5987809,-99.0246352,
san miguel,42302,ixmiquilpan,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
el mirador,54882,melchor ocampo,edomex,19.709127,-99.1354735,19.7092491,-99.1355842,
san miguel 8va. ampliacion,9837,iztapalapa,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
vallejo,7870,gustavo a madero,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
la marquesa,52743,ocoyoacac,edomex,19.30111925,-99.37777755,19.2986112,-99.3686111,
del parque,53550,naucalpan de juarez,cdmx,19.44725285,-99.2704162,19.4472408,-99.2704304,
los reyes san salvador,56214,texcoco,edomex,19.54746715,-98.8577165,19.5457896,-98.8597095,
coapanoaya,52740,ocoyoacac,cdmx,19.27153075,-99.45885085,19.2716718,-99.4596275,
jardines de santa cruz,54965,tultepec,edomex,19.7023077,-99.1282652,19.7010732,-99.1297045,
san antonio,54880,melchor ocampo,edomex,19.6936682,-99.14903675,19.6943296,-99.1463071,
eduardo molina,7458,gustavo a madero,cdmx,19.46856625,-99.10049885,19.4689925,-99.1018894,
atzacoalco,54784,teoloyucan,edomex,19.73726175,-99.1770943,19.7362179,-99.1774462,
san juan,54783,teoloyucan,cdmx,19.75292805,-99.1517489,19.7539235,-99.1483827,
progreso,39050,chilpancingo de los bravo,cdmx,17.549716099999998,-99.50658385,17.5500674,-99.5068683,
el palote sur fracciones,37170,leon,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
atotonilco de tula centro,42995,atotonilco de tula,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
san antonio de las palmas,55853,san martin de las piramides,edomex,19.71741535,-98.85578725,19.7177452,-98.856391,
lazaro cardenas,54870,cuautitlan,edomex,19.6752387,-99.17186525,19.6745962,-99.1719095,
martinez del llano,57440,nezahualcoyotl,edomex,19.348048650000003,-99.02111695,19.3499614,-99.0278125,
santiago 2a. seccion,55615,zumpango,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
los alamos,54890,melchor ocampo,cdmx,19.71886765,-99.14642715,19.7192328,-99.1472028,
adolfo lopez mateos,76750,tequisquiapan,cdmx,20.5243662,-99.9045799,20.5250603,-99.9032094,
santiago mamalhuazuca,56810,ozumba,edomex,18.9968446,-98.7953455,18.995314,-98.795534,
ampliacion san juan,55600,zumpango,cdmx,19.8022813,-99.1058504,19.7988711,-99.1054986,
la mesita,73174,huauchinango,edomex,20.16628385,-98.050454,20.1689961,-98.0478823,
dzununcan,97315,merida,cdmx,20.8658619,-89.65058295,20.8658333,-89.6533333,
atasta de serra,86100,centro,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
caltenco,54665,coyotepec,cdmx,19.7851966,-99.1996989,19.7850525,-99.2023662,
villas 2000,55600,zumpango,edomex,19.8013561,-99.06664185,19.8004975,-99.0664611,
ampliacion cadena maquixco,55843,teotihuacan,cdmx,19.68492505,-98.8883336,19.684447,-98.8886672,
tlalixtac,68270,oaxaca de juarez,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
loma de la rosa,50960,villa victoria,edomex,19.52755245,-100.0429276,19.5278851,-100.0429589,
ejido san salvador acuexcomac,56300,atenco,edomex,19.55663335,-98.9281779,19.5608496,-98.927984,
santa clara,55544,ecatepec de morelos,edomex,19.5609799,-99.0553034,19.5602107,-99.0552085,
emiliano zapata,96818,minatitlan,cdmx,18.00151465,-94.5523572,17.9859818,-94.5451938,
cofradia de san miguel,54715,cuautitlan izcalli,edomex,19.68597485,-99.23214389999998,19.6862042,-99.2328344,
21 de marzo,54010,tlalnepantla de baz,edomex,19.5762666,-99.19561515,19.5759003,-99.1963085,
la cantera,54964,tultepec,edomex,19.6933217,-99.1316821,19.6936324,-99.131088,
los cuartos,56744,tlalmanalco,edomex,19.21125425,-98.7561624,19.2108475,-98.7562052,
atlacomulco,50458,atlacomulco,edomex,19.78467795,-99.89902065,19.7876104,-99.8955486,
nuevo tizayuca,43806,tizayuca,edomex,19.8294138,-98.98316975,19.8279357,-98.9831987,
santiago,54784,teoloyucan,cdmx,19.7469885,-99.1692846,19.7468916,-99.1705253,
la toscana,42995,atotonilco de tula,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
valle dorado,53690,naucalpan de juarez,cdmx,19.4479087,-99.2669281,19.4479916,-99.2667784,
la floresta,50227,toluca,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
santiago tepetitlan,55859,san martin de las piramides,edomex,19.6366249,-98.8177988,19.6380556,-98.8166666,
acolman centro,55870,acolman,edomex,19.68838695,-98.86892015,19.6863115,-98.8659138,
santo domingo yojovi,68844,san andres solaga,cdmx,17.2984789,-96.21026465,17.2997955,-96.2092767,
san jose zavaleta,56740,tlalmanalco,edomex,19.1965542,-98.77219605,19.1969362,-98.7735898,
zacatepec,51412,tejupilco,edomex,18.8864974,-100.134452,18.8866299,-100.133563,
san juan ixtayopan,13500,tlahuac,cdmx,19.23525405,-98.99685975,19.2309165,-98.9990801,
jorobas,54697,huehuetoca,cdmx,19.82456895,-99.25271045,19.8269795,-99.2466874,
espiritu santo,76803,san juan del rio,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
adolfo lopez mateos,52050,lerma,edomex,19.2827366,-99.52645995,19.2818389,-99.5257219,
la cantera,54964,tultepec,cdmx,19.6933217,-99.1316821,19.6936324,-99.131088,
san pedro chiautzingo,56087,tepetlaoxtoc,cdmx,19.56967055,-98.788192,19.5705555,-98.7869444,
las huertas,10900,la magdalena contreras,cdmx,19.2952696,-99.23729405,19.2952592,-99.2366437,
xalpa,54683,huehuetoca,edomex,19.81647215,-99.1891408,19.8181978,-99.1885208,
sm 248 fracc villas del mar ii,77500,benito juarez,cdmx,19.3804904,-99.1615416,19.3794059,-99.1591446,
adolfo lopez mateos ampliacion,52910,atizapan de zaragoza,cdmx,19.58768005,-99.2648809,19.5876954,-99.2643534,
segunda seccion,73180,ahuazotepec,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
u.h.m.,66058,apodaca,cdmx,25.7679197,-100.1934229,25.776468,-100.1858743,
18 de marzo,60460,tancitaro,edomex,19.3450725,-102.364343,19.3447371,-102.3642861,
unidad benito juarez,42405,huichapan,cdmx,19.46158605,-99.1847138,19.4613137,-99.1844285,
jardines de santa cruz,54965,tultepec,cdmx,19.7023077,-99.1282652,19.7010732,-99.1297045,
los sauces,76114,queretaro,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
alborada jaltenco,55780,jaltenco,edomex,19.66415275,-99.06749915,19.6612727,-99.0682461,
la providencia,54783,teoloyucan,cdmx,19.754743750000003,-99.14661685,19.7605927,-99.1476908,
prado coapa 2a seccion,14357,tlalpan,cdmx,19.29768125,-99.13296835,19.2971989,-99.1324714,
lomas de san sebastian,56512,la paz,edomex,19.3820638,-98.9335294,19.3822212,-98.9335037,
adolfo lopez mateos,53218,naucalpan de juarez,cdmx,19.497604299999995,-99.24130115,19.4990909,-99.2494362,
belvedere ajusco,14720,tlalpan,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
ejido de santa maria  astahuac,9500,iztapalapa,cdmx,19.30878135,-99.0683396,19.3086409,-99.0702915,
universidad autonoma metropoli,52919,atizapan de zaragoza,edomex,19.60483315,-99.25047995,19.6050024,-99.250151,
san pedro martir quiechapa,70580,san pedro martir quiechapa,edomex,16.41775275,-96.24574495,16.413858,-96.2457285,
san lorenzo totolinga,53426,naucalpan de juarez,cdmx,19.46154025,-99.2638301,19.4606891,-99.2633141,
atengo,42760,tezontepec de aldama,cdmx,20.17209485,-99.32319835,20.1753492,-99.3253362,
san lorenzo huehuetitlan,52600,tianguistenco,edomex,19.1353242,-99.48437345,19.1341666,-99.4822222,
bellavista,1140,alvaro obregon,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
san bartolo cuautlalpan,55630,zumpango,cdmx,19.81312455,-99.0133532,19.8128331,-99.0101093,
la providencia,54010,tlalnepantla de baz,edomex,19.5801084,-99.20747725,19.580298,-99.2075588,
san lorenzo huehuetitlan,52614,tianguistenco,edomex,19.1353242,-99.48437345,19.1341666,-99.4822222,
los heroes tizayuca,43816,tizayuca,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
puerto maya,77734,solidaridad,cdmx,20.584464500000003,-87.44173839999999,20.5501224,-87.42075179999999,
san bartolo,54683,huehuetoca,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
aldana,2910,azcapotzalco,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
san jose,13020,tlahuac,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
san lorenzo rio tenco,54713,cuautitlan izcalli,edomex,19.70215315,-99.1980024,19.7041983,-99.1982123,
lomas verdes,61252,maravatio,cdmx,19.8890935,-100.4340685,19.8884781,-100.4347391,
san miguel,56270,chiconcuac,cdmx,19.5580863,-98.8940018,19.5586313,-98.8983221,
el jazmin,16428,xochimilco,cdmx,19.2446816,-99.08816705,19.2447393,-99.0880404,
tabasco 2000,86035,centro,cdmx,18.02717245,-92.91702544999998,17.9915076,-92.9344412,
coapanoaya,52755,ocoyoacac,edomex,19.27153075,-99.45885085,19.2716718,-99.4596275,
villa de las flores,94477,fortin,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
san francisco tepeyecac,74129,san martin texmelucan,cdmx,19.24547205,-98.4372477,19.2457027,-98.4420021,
zapotitla,13310,tlahuac,cdmx,19.3068385,-99.04123615,19.306715,-99.0413886,
las peritas,16010,xochimilco,cdmx,19.2710436,-99.1246136,19.2696309,-99.1241711,
tizampampano,1780,alvaro obregon,cdmx,19.34172085,-99.22063885,19.3417188,-99.220715,
los olivos,55748,tecamac,edomex,19.68096195,-98.973708,19.6817266,-98.972843,
san antonio,56037,chiautla,edomex,19.54457015,-98.88654755,19.5444926,-98.8864758,
jorobas,54697,huehuetoca,edomex,19.82456895,-99.25271045,19.8269795,-99.2466874,
sta.rita el mirador,5960,tultepec,edomex,19.6946455,-99.1212198,19.6956,-99.1214045,
el piru santa fe,1230,alvaro obregon,cdmx,19.3795555,-99.24045445,19.3791826,-99.2406264,
merced gomez,1600,alvaro obregon,cdmx,19.36708615,-99.20168505,19.3663017,-99.1933664,
valle dorado (san rafael chama,53690,naucalpan de juarez,edomex,19.457758400000003,-99.2568824,19.457712,-99.2567323,
villas del sol,56495,la paz,cdmx,24.1155707,-110.3081641,24.1426408,-110.3127531,
ampliacion presidentes,56377,chicoloapan de juarez,edomex,19.42119875,-98.9161053,19.4214232,-98.915566,
la laguna,55578,ecatepec de morelos,edomex,19.6420042,-99.06529725,19.6402143,-99.0654022,
centro,54960,tultepec,edomex,19.6854964,-99.12879715,19.6852801,-99.128667,
ampliacion granjas de guadalup,54474,nicolas romero,edomex,19.6059273,-99.2771262,19.6054332,-99.2775188,
los alamos,55121,ecatepec de morelos,edomex,19.52217495,-99.02646725,19.5224152,-99.0263622,
santa teresa,10710,la magdalena contreras,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
el duque,92148,platon sanchez,cdmx,21.26494695,-98.37398414999998,21.2654399,-98.3732018,
san isidro,54882,melchor ocampo,cdmx,19.7058477,-99.13698205,19.7057735,-99.1386972,
san pablo tlalchichilpa,50697,san felipe del progreso,edomex,19.72198985,-99.9849302,19.722242,-99.9870321,
modelo,9249,iztapalapa,cdmx,19.36431525,-99.12620305,19.3646014,-99.1248628,
analco,54783,teoloyucan,cdmx,19.75264955,-99.16689945,19.7549634,-99.1712174,
la mexicana,1260,alvaro obregon,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
la toscana,42995,atotonilco de tula,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
guadalupe buenavista,50668,san jose del rincon,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
atempa,43808,tizayuca,edomex,19.83433545,-98.98760055,19.8367179,-98.9918295,
caucel ii,97314,merida,cdmx,19.3907336,-99.14361265,19.4326077,-99.133208,
amozoc centro,72980,amozoc,edomex,19.32640465,-99.60497885,19.4968732,-99.7232673,
fraccionamiento valle del sol,82042,pachuca de soto,cdmx,20.08366315,-98.76440235,20.1010608,-98.7591311,
